"Notes","Month","Month Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Mar., 2009","2009/03","70-74 years","70-74",18977,Not Applicable,Not Applicable
,"Mar., 2009","2009/03","75-79 years","75-79",24568,Not Applicable,Not Applicable
,"Mar., 2009","2009/03","80-84 years","80-84",31994,Not Applicable,Not Applicable
,"Mar., 2009","2009/03","85-89 years","85-89",33199,Not Applicable,Not Applicable
,"Mar., 2009","2009/03","90-94 years","90-94",22465,Not Applicable,Not Applicable
,"Mar., 2009","2009/03","95-99 years","95-99",8957,Not Applicable,Not Applicable
,"Mar., 2009","2009/03","100+ years","100+",1911,Not Applicable,Not Applicable
,"Mar., 2009","2009/03","Not Stated","NS",31,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","< 1 year","1",2368,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","1-4 years","1-4",362,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","5-9 years","5-9",214,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","10-14 years","10-14",242,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","15-19 years","15-19",997,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","20-24 years","20-24",1512,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","25-29 years","25-29",1652,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","30-34 years","30-34",1684,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","35-39 years","35-39",2406,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","40-44 years","40-44",3752,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","45-49 years","45-49",6100,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","50-54 years","50-54",9007,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","55-59 years","55-59",11252,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","60-64 years ","60-64",13484,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","65-69 years","65-69",15413,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","70-74 years","70-74",18035,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","75-79 years","75-79",23109,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","80-84 years","80-84",29789,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","85-89 years","85-89",31029,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","90-94 years","90-94",20565,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","95-99 years","95-99",8224,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","100+ years","100+",1743,Not Applicable,Not Applicable
,"Apr., 2009","2009/04","Not Stated","NS",16,Not Applicable,Not Applicable
,"May, 2009","2009/05","< 1 year","1",2277,Not Applicable,Not Applicable
,"May, 2009","2009/05","1-4 years","1-4",405,Not Applicable,Not Applicable
,"May, 2009","2009/05","5-9 years","5-9",198,Not Applicable,Not Applicable
,"May, 2009","2009/05","10-14 years","10-14",287,Not Applicable,Not Applicable
,"May, 2009","2009/05","15-19 years","15-19",1037,Not Applicable,Not Applicable
,"May, 2009","2009/05","20-24 years","20-24",1669,Not Applicable,Not Applicable
,"May, 2009","2009/05","25-29 years","25-29",1714,Not Applicable,Not Applicable
,"May, 2009","2009/05","30-34 years","30-34",1894,Not Applicable,Not Applicable
,"May, 2009","2009/05","35-39 years","35-39",2424,Not Applicable,Not Applicable
,"May, 2009","2009/05","40-44 years","40-44",3770,Not Applicable,Not Applicable
,"May, 2009","2009/05","45-49 years","45-49",6392,Not Applicable,Not Applicable
,"May, 2009","2009/05","50-54 years","50-54",9206,Not Applicable,Not Applicable
,"May, 2009","2009/05","55-59 years","55-59",11245,Not Applicable,Not Applicable
,"May, 2009","2009/05","60-64 years ","60-64",13591,Not Applicable,Not Applicable
,"May, 2009","2009/05","65-69 years","65-69",15181,Not Applicable,Not Applicable
,"May, 2009","2009/05","70-74 years","70-74",17910,Not Applicable,Not Applicable
,"May, 2009","2009/05","75-79 years","75-79",22761,Not Applicable,Not Applicable
,"May, 2009","2009/05","80-84 years","80-84",29051,Not Applicable,Not Applicable
,"May, 2009","2009/05","85-89 years","85-89",30111,Not Applicable,Not Applicable
,"May, 2009","2009/05","90-94 years","90-94",19906,Not Applicable,Not Applicable
,"May, 2009","2009/05","95-99 years","95-99",7802,Not Applicable,Not Applicable
,"May, 2009","2009/05","100+ years","100+",1615,Not Applicable,Not Applicable
,"May, 2009","2009/05","Not Stated","NS",15,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","< 1 year","1",2159,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","1-4 years","1-4",408,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","5-9 years","5-9",222,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","10-14 years","10-14",290,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","15-19 years","15-19",1023,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","20-24 years","20-24",1578,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","25-29 years","25-29",1755,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","30-34 years","30-34",1871,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","35-39 years","35-39",2484,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","40-44 years","40-44",3704,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","45-49 years","45-49",6154,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","50-54 years","50-54",8955,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","55-59 years","55-59",11062,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","60-64 years ","60-64",13034,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","65-69 years","65-69",14564,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","70-74 years","70-74",17086,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","75-79 years","75-79",21673,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","80-84 years","80-84",27128,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","85-89 years","85-89",28079,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","90-94 years","90-94",18744,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","95-99 years","95-99",7409,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","100+ years","100+",1540,Not Applicable,Not Applicable
,"Jun., 2009","2009/06","Not Stated","NS",24,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","< 1 year","1",2188,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","1-4 years","1-4",385,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","5-9 years","5-9",237,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","10-14 years","10-14",296,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","15-19 years","15-19",1064,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","20-24 years","20-24",1640,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","25-29 years","25-29",1857,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","30-34 years","30-34",1819,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","35-39 years","35-39",2512,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","40-44 years","40-44",3895,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","45-49 years","45-49",6445,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","50-54 years","50-54",9293,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","55-59 years","55-59",11078,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","60-64 years ","60-64",13391,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","65-69 years","65-69",15208,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","70-74 years","70-74",17041,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","75-79 years","75-79",21578,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","80-84 years","80-84",27515,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","85-89 years","85-89",28965,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","90-94 years","90-94",19010,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","95-99 years","95-99",7598,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","100+ years","100+",1543,Not Applicable,Not Applicable
,"Jul., 2009","2009/07","Not Stated","NS",26,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","< 1 year","1",2275,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","1-4 years","1-4",360,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","5-9 years","5-9",183,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","10-14 years","10-14",277,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","15-19 years","15-19",1021,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","20-24 years","20-24",1735,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","25-29 years","25-29",1771,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","30-34 years","30-34",1839,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","35-39 years","35-39",2421,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","40-44 years","40-44",3711,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","45-49 years","45-49",6359,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","50-54 years","50-54",9105,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","55-59 years","55-59",11165,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","60-64 years ","60-64",13393,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","65-69 years","65-69",14783,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","70-74 years","70-74",17198,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","75-79 years","75-79",21544,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","80-84 years","80-84",27219,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","85-89 years","85-89",28427,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","90-94 years","90-94",18649,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","95-99 years","95-99",7523,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","100+ years","100+",1502,Not Applicable,Not Applicable
,"Aug., 2009","2009/08","Not Stated","NS",23,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","< 1 year","1",2098,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","1-4 years","1-4",350,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","5-9 years","5-9",211,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","10-14 years","10-14",221,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","15-19 years","15-19",940,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","20-24 years","20-24",1611,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","25-29 years","25-29",1725,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","30-34 years","30-34",1789,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","35-39 years","35-39",2393,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","40-44 years","40-44",3552,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","45-49 years","45-49",6049,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","50-54 years","50-54",8919,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","55-59 years","55-59",11013,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","60-64 years ","60-64",13221,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","65-69 years","65-69",14616,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","70-74 years","70-74",16577,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","75-79 years","75-79",21165,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","80-84 years","80-84",27014,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","85-89 years","85-89",28619,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","90-94 years","90-94",18612,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","95-99 years","95-99",7423,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","100+ years","100+",1573,Not Applicable,Not Applicable
,"Sep., 2009","2009/09","Not Stated","NS",23,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","< 1 year","1",2230,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","1-4 years","1-4",338,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","5-9 years","5-9",204,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","10-14 years","10-14",299,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","15-19 years","15-19",946,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","20-24 years","20-24",1608,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","25-29 years","25-29",1785,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","30-34 years","30-34",1903,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","35-39 years","35-39",2529,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","40-44 years","40-44",3809,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","45-49 years","45-49",6648,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","50-54 years","50-54",9729,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","55-59 years","55-59",11770,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","60-64 years ","60-64",14154,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","65-69 years","65-69",15868,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","70-74 years","70-74",18275,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","75-79 years","75-79",23067,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","80-84 years","80-84",29544,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","85-89 years","85-89",31592,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","90-94 years","90-94",20672,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","95-99 years","95-99",8566,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","100+ years","100+",1739,Not Applicable,Not Applicable
,"Oct., 2009","2009/10","Not Stated","NS",16,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","< 1 year","1",2042,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","1-4 years","1-4",344,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","5-9 years","5-9",204,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","10-14 years","10-14",253,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","15-19 years","15-19",925,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","20-24 years","20-24",1486,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","25-29 years","25-29",1719,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","30-34 years","30-34",1791,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","35-39 years","35-39",2454,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","40-44 years","40-44",3655,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","45-49 years","45-49",6444,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","50-54 years","50-54",9409,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","55-59 years","55-59",11571,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","60-64 years ","60-64",14096,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","65-69 years","65-69",15660,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","70-74 years","70-74",17700,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","75-79 years","75-79",22483,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","80-84 years","80-84",28863,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","85-89 years","85-89",30160,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","90-94 years","90-94",20240,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","95-99 years","95-99",8120,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","100+ years","100+",1701,Not Applicable,Not Applicable
,"Nov., 2009","2009/11","Not Stated","NS",27,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","< 1 year","1",2075,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","1-4 years","1-4",347,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","5-9 years","5-9",200,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","10-14 years","10-14",220,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","15-19 years","15-19",889,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","20-24 years","20-24",1527,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","25-29 years","25-29",1666,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","30-34 years","30-34",1808,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","35-39 years","35-39",2468,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","40-44 years","40-44",3714,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","45-49 years","45-49",6480,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","50-54 years","50-54",9656,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","55-59 years","55-59",12416,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","60-64 years ","60-64",15028,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","65-69 years","65-69",16749,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","70-74 years","70-74",19295,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","75-79 years","75-79",24398,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","80-84 years","80-84",31700,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","85-89 years","85-89",33741,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","90-94 years","90-94",22458,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","95-99 years","95-99",9031,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","100+ years","100+",1935,Not Applicable,Not Applicable
,"Dec., 2009","2009/12","Not Stated","NS",23,Not Applicable,Not Applicable
,"Jan., 2010","2010/01","< 1 year","1",2178,Not Applicable,Not Applicable
,"Jan., 2010","2010/01","1-4 years","1-4",341,Not Applicable,Not Applicable
,"Jan., 2010","2010/01","5-9 years","5-9",200,Not Applicable,Not Applicable
,"Jan., 2010","2010/01","10-14 years","10-14",245,Not Applicable,Not Applicable
,"Jan., 2010","2010/01","15-19 years","15-19",857,Not Applicable,Not Applicable
