year,age_group,jurisdiction,population
2009,0-64,Sachsen,26421
2009,0-64,Sachsen-Anhalt,15141
2009,0-64,Schleswig-Holstein,30941
2009,0-64,Thüringen,14770
2009,0-64,Baden-Württemberg,114777
2009,0-64,Bayern,128897
2009,0-64,Berlin,24987
2009,0-64,Brandenburg,16392
2009,0-64,Bremen,5919
2009,0-64,Hamburg,14204
2009,0-64,Hessen,59786
2009,0-64,Mecklenburg-Vorpommern,9986
2009,0-64,Niedersachsen,85613
2009,0-64,Nordrhein-Westfalen,186454
2009,0-64,Rheinland-Pfalz,41635
2009,0-64,Saarland,9815
2009,0-64,Sachsen,23708
2009,0-64,Sachsen-Anhalt,13940
2009,0-64,Schleswig-Holstein,29764
2009,0-64,Thüringen,13578
2009,0-64,Baden-Württemberg,116030
2009,0-64,Bayern,131510
2009,0-64,Berlin,25108
2009,0-64,Brandenburg,15690
2009,0-64,Bremen,5803
2009,0-64,Hamburg,14600
2009,0-64,Hessen,60809
2009,0-64,Mecklenburg-Vorpommern,9344
2009,0-64,Niedersachsen,87343
2009,0-64,Nordrhein-Westfalen,191319
2009,0-64,Rheinland-Pfalz,42867
2009,0-64,Saarland,10277
2009,0-64,Sachsen,22909
2009,0-64,Sachsen-Anhalt,13667
2009,0-64,Schleswig-Holstein,30209
2009,0-64,Thüringen,12636
2009,0-64,Baden-Württemberg,120573
2009,0-64,Bayern,138457
2009,0-64,Berlin,25591
2009,0-64,Brandenburg,15572
2009,0-64,Bremen,6085
2009,0-64,Hamburg,14868
2009,0-64,Hessen,62762
2009,0-64,Mecklenburg-Vorpommern,9891
2009,0-64,Niedersachsen,91051
2009,0-64,Nordrhein-Westfalen,200383
2009,0-64,Rheinland-Pfalz,45154
2009,0-64,Saarland,10818
2009,0-64,Sachsen,23578
2009,0-64,Sachsen-Anhalt,14056
2009,0-64,Schleswig-Holstein,31292
2009,0-64,Thüringen,13293
2009,0-64,Baden-Württemberg,122227
2009,0-64,Bayern,140074
2009,0-64,Berlin,26966
2009,0-64,Brandenburg,16914
2009,0-64,Bremen,6345
2009,0-64,Hamburg,15605
2009,0-64,Hessen,63595
2009,0-64,Mecklenburg-Vorpommern,11051
2009,0-64,Niedersachsen,92067
2009,0-64,Nordrhein-Westfalen,205766
2009,0-64,Rheinland-Pfalz,46160
2009,0-64,Saarland,11334
2009,0-64,Sachsen,25329
2009,0-64,Sachsen-Anhalt,15684
2009,0-64,Schleswig-Holstein,31772
2009,0-64,Thüringen,14625
2009,0-64,Baden-Württemberg,125704
2009,0-64,Bayern,143343
2009,0-64,Berlin,28654
2009,0-64,Brandenburg,20372
2009,0-64,Bremen,6762
2009,0-64,Hamburg,16479
2009,0-64,Hessen,65167
2009,0-64,Mecklenburg-Vorpommern,13164
2009,0-64,Niedersachsen,93427
2009,0-64,Nordrhein-Westfalen,211271
2009,0-64,Rheinland-Pfalz,47378
2009,0-64,Saarland,11593
2009,0-64,Sachsen,30701
2009,0-64,Sachsen-Anhalt,18365
2009,0-64,Schleswig-Holstein,32528
2009,0-64,Thüringen,17108
2009,0-64,Baden-Württemberg,131792
2009,0-64,Bayern,150769
2009,0-64,Berlin,36662
2009,0-64,Brandenburg,30338
2009,0-64,Bremen,7400
2009,0-64,Hamburg,18295
2009,0-64,Hessen,68770
2009,0-64,Mecklenburg-Vorpommern,20773
2009,0-64,Niedersachsen,96367
2009,0-64,Nordrhein-Westfalen,217772
2009,0-64,Rheinland-Pfalz,49136
2009,0-64,Saarland,12086
2009,0-64,Sachsen,47561
2009,0-64,Sachsen-Anhalt,28268
2009,0-64,Schleswig-Holstein,33570
2009,0-64,Thüringen,26438
2009,0-64,Baden-Württemberg,129763
2009,0-64,Bayern,148706
2009,0-64,Berlin,40729
2009,0-64,Brandenburg,31392
2009,0-64,Bremen,8084
2009,0-64,Hamburg,19383
2009,0-64,Hessen,68588
2009,0-64,Mecklenburg-Vorpommern,22017
2009,0-64,Niedersachsen,92513
2009,0-64,Nordrhein-Westfalen,212494
2009,0-64,Rheinland-Pfalz,47932
2009,0-64,Saarland,11784
2009,0-64,Sachsen,51139
2009,0-64,Sachsen-Anhalt,29628
2009,0-64,Schleswig-Holstein,32484
2009,0-64,Thüringen,27842
2009,0-64,Baden-Württemberg,134228
2009,0-64,Bayern,153367
2009,0-64,Berlin,44913
2009,0-64,Brandenburg,31898
2009,0-64,Bremen,9114
2009,0-64,Hamburg,22024
2009,0-64,Hessen,70833
2009,0-64,Mecklenburg-Vorpommern,22849
2009,0-64,Niedersachsen,94103
2009,0-64,Nordrhein-Westfalen,217898
2009,0-64,Rheinland-Pfalz,49727
2009,0-64,Saarland,11954
2009,0-64,Sachsen,53742
2009,0-64,Sachsen-Anhalt,31228
2009,0-64,Schleswig-Holstein,32646
2009,0-64,Thüringen,29819
2009,0-64,Baden-Württemberg,129279
2009,0-64,Bayern,149668
2009,0-64,Berlin,47030
2009,0-64,Brandenburg,31420
2009,0-64,Bremen,9194
2009,0-64,Hamburg,22508
2009,0-64,Hessen,69588
2009,0-64,Mecklenburg-Vorpommern,23524
2009,0-64,Niedersachsen,91001
2009,0-64,Nordrhein-Westfalen,214397
2009,0-64,Rheinland-Pfalz,48508
2009,0-64,Saarland,11871
2009,0-64,Sachsen,55509
2009,0-64,Sachsen-Anhalt,31412
2009,0-64,Schleswig-Holstein,31200
2009,0-64,Thüringen,30356
2009,0-64,Baden-Württemberg,129932
2009,0-64,Bayern,151283
2009,0-64,Berlin,48915
2009,0-64,Brandenburg,29767
2009,0-64,Bremen,9195
2009,0-64,Hamburg,23624
2009,0-64,Hessen,69114
2009,0-64,Mecklenburg-Vorpommern,22047
2009,0-64,Niedersachsen,89229
2009,0-64,Nordrhein-Westfalen,212075
2009,0-64,Rheinland-Pfalz,47746
2009,0-64,Saarland,11949
2009,0-64,Sachsen,54043
2009,0-64,Sachsen-Anhalt,29821
2009,0-64,Schleswig-Holstein,30321
2009,0-64,Thüringen,29280
2009,0-64,Baden-Württemberg,126266
2009,0-64,Bayern,146910
2009,0-64,Berlin,50270
2009,0-64,Brandenburg,29760
2009,0-64,Bremen,9038
2009,0-64,Hamburg,24540
2009,0-64,Hessen,67772
2009,0-64,Mecklenburg-Vorpommern,21844
2009,0-64,Niedersachsen,85720
2009,0-64,Nordrhein-Westfalen,204199
2009,0-64,Rheinland-Pfalz,45593
2009,0-64,Saarland,11301
2009,0-64,Sachsen,54503
2009,0-64,Sachsen-Anhalt,29382
2009,0-64,Schleswig-Holstein,28929
2009,0-64,Thüringen,28803
2009,0-64,Baden-Württemberg,127559
2009,0-64,Bayern,148521
2009,0-64,Berlin,51750
2009,0-64,Brandenburg,28231
2009,0-64,Bremen,9041
2009,0-64,Hamburg,25425
2009,0-64,Hessen,69366
2009,0-64,Mecklenburg-Vorpommern,20988
2009,0-64,Niedersachsen,85010
2009,0-64,Nordrhein-Westfalen,204444
2009,0-64,Rheinland-Pfalz,45670
2009,0-64,Saarland,11357
2009,0-64,Sachsen,53965
2009,0-64,Sachsen-Anhalt,28975
2009,0-64,Schleswig-Holstein,28801
2009,0-64,Thüringen,28721
2009,0-64,Baden-Württemberg,129378
2009,0-64,Bayern,151024
2009,0-64,Berlin,53366
2009,0-64,Brandenburg,27903
2009,0-64,Bremen,9317
2009,0-64,Hamburg,27074
2009,0-64,Hessen,70366
2009,0-64,Mecklenburg-Vorpommern,20795
2009,0-64,Niedersachsen,86193
2009,0-64,Nordrhein-Westfalen,207483
2009,0-64,Rheinland-Pfalz,45198
2009,0-64,Saarland,11496
2009,0-64,Sachsen,53893
2009,0-64,Sachsen-Anhalt,28600
2009,0-64,Schleswig-Holstein,29108
2009,0-64,Thüringen,28153
2009,0-64,Baden-Württemberg,133683
2009,0-64,Bayern,155965
2009,0-64,Berlin,55810
2009,0-64,Brandenburg,28301
2009,0-64,Bremen,9464
2009,0-64,Hamburg,28797
2009,0-64,Hessen,73893
2009,0-64,Mecklenburg-Vorpommern,20680
2009,0-64,Niedersachsen,88464
2009,0-64,Nordrhein-Westfalen,213430
2009,0-64,Rheinland-Pfalz,46587
2009,0-64,Saarland,11829
2009,0-64,Sachsen,54515
2009,0-64,Sachsen-Anhalt,27847
2009,0-64,Schleswig-Holstein,29990
2009,0-64,Thüringen,28780
2009,0-64,Baden-Württemberg,133923
2009,0-64,Bayern,157676
2009,0-64,Berlin,56586
2009,0-64,Brandenburg,27622
2009,0-64,Bremen,9310
2009,0-64,Hamburg,29947
2009,0-64,Hessen,74727
2009,0-64,Mecklenburg-Vorpommern,19832
2009,0-64,Niedersachsen,88849
2009,0-64,Nordrhein-Westfalen,212272
2009,0-64,Rheinland-Pfalz,46266
2009,0-64,Saarland,11737
2009,0-64,Sachsen,52553
2009,0-64,Sachsen-Anhalt,27402
2009,0-64,Schleswig-Holstein,30210
2009,0-64,Thüringen,27793
2009,0-64,Baden-Württemberg,135600
2009,0-64,Bayern,158351
2009,0-64,Berlin,57283
2009,0-64,Brandenburg,28670
2009,0-64,Bremen,9087
2009,0-64,Hamburg,30364
2009,0-64,Hessen,75618
2009,0-64,Mecklenburg-Vorpommern,20387
2009,0-64,Niedersachsen,89473
2009,0-64,Nordrhein-Westfalen,214277
2009,0-64,Rheinland-Pfalz,45616
2009,0-64,Saarland,11788
2009,0-64,Sachsen,53646
2009,0-64,Sachsen-Anhalt,27475
2009,0-64,Schleswig-Holstein,30644
2009,0-64,Thüringen,28230
2009,0-64,Baden-Württemberg,128121
2009,0-64,Bayern,151805
2009,0-64,Berlin,54174
2009,0-64,Brandenburg,27828
2009,0-64,Bremen,8539
2009,0-64,Hamburg,29091
2009,0-64,Hessen,72757
2009,0-64,Mecklenburg-Vorpommern,19496
2009,0-64,Niedersachsen,85889
2009,0-64,Nordrhein-Westfalen,202979
2009,0-64,Rheinland-Pfalz,43665
2009,0-64,Saarland,11047
2009,0-64,Sachsen,51713
2009,0-64,Sachsen-Anhalt,25978
2009,0-64,Schleswig-Holstein,29186
2009,0-64,Thüringen,27103
2009,0-64,Baden-Württemberg,125468
2009,0-64,Bayern,149955
2009,0-64,Berlin,52536
2009,0-64,Brandenburg,27847
2009,0-64,Bremen,8238
2009,0-64,Hamburg,28449
2009,0-64,Hessen,72400
2009,0-64,Mecklenburg-Vorpommern,19497
2009,0-64,Niedersachsen,85371
2009,0-64,Nordrhein-Westfalen,200968
2009,0-64,Rheinland-Pfalz,43173
2009,0-64,Saarland,10757
2009,0-64,Sachsen,51574
2009,0-64,Sachsen-Anhalt,25937
2009,0-64,Schleswig-Holstein,29613
2009,0-64,Thüringen,25924
2009,0-64,Baden-Württemberg,125591
2009,0-64,Bayern,149407
2009,0-64,Berlin,50893
2009,0-64,Brandenburg,27206
2009,0-64,Bremen,8086
2009,0-64,Hamburg,27969
2009,0-64,Hessen,71722
2009,0-64,Mecklenburg-Vorpommern,18886
2009,0-64,Niedersachsen,85129
2009,0-64,Nordrhein-Westfalen,201902
2009,0-64,Rheinland-Pfalz,42867
2009,0-64,Saarland,10689
2009,0-64,Sachsen,50167
2009,0-64,Sachsen-Anhalt,24810
2009,0-64,Schleswig-Holstein,29756
2009,0-64,Thüringen,25478
2009,0-64,Baden-Württemberg,126930
2009,0-64,Bayern,149074
2009,0-64,Berlin,49147
2009,0-64,Brandenburg,24918
2009,0-64,Bremen,8132
2009,0-64,Hamburg,28075
2009,0-64,Hessen,72675
2009,0-64,Mecklenburg-Vorpommern,16416
2009,0-64,Niedersachsen,86557
2009,0-64,Nordrhein-Westfalen,203481
2009,0-64,Rheinland-Pfalz,42650
2009,0-64,Saarland,10381
2009,0-64,Sachsen,44508
2009,0-64,Sachsen-Anhalt,22421
2009,0-64,Schleswig-Holstein,30191
2009,0-64,Thüringen,22721
2009,0-64,Baden-Württemberg,124422
2009,0-64,Bayern,146580
2009,0-64,Berlin,47217
2009,0-64,Brandenburg,23924
2009,0-64,Bremen,7818
2009,0-64,Hamburg,26979
2009,0-64,Hessen,71263
2009,0-64,Mecklenburg-Vorpommern,15634
2009,0-64,Niedersachsen,84932
2009,0-64,Nordrhein-Westfalen,198800
2009,0-64,Rheinland-Pfalz,42117
2009,0-64,Saarland,10251
2009,0-64,Sachsen,42459
2009,0-64,Sachsen-Anhalt,21247
2009,0-64,Schleswig-Holstein,29880
2009,0-64,Thüringen,21821
2009,0-64,Baden-Württemberg,127890
2009,0-64,Bayern,149968
2009,0-64,Berlin,45774
2009,0-64,Brandenburg,24293
2009,0-64,Bremen,7843
2009,0-64,Hamburg,26245
2009,0-64,Hessen,72294
2009,0-64,Mecklenburg-Vorpommern,15321
2009,0-64,Niedersachsen,87623
2009,0-64,Nordrhein-Westfalen,202225
2009,0-64,Rheinland-Pfalz,43142
2009,0-64,Saarland,10414
2009,0-64,Sachsen,42059
2009,0-64,Sachsen-Anhalt,21525
2009,0-64,Schleswig-Holstein,30702
2009,0-64,Thüringen,22614
2009,0-64,Baden-Württemberg,128404
2009,0-64,Bayern,150314
2009,0-64,Berlin,44714
2009,0-64,Brandenburg,24974
2009,0-64,Bremen,7919
2009,0-64,Hamburg,25435
2009,0-64,Hessen,73329
2009,0-64,Mecklenburg-Vorpommern,15868
2009,0-64,Niedersachsen,90054
2009,0-64,Nordrhein-Westfalen,205248
2009,0-64,Rheinland-Pfalz,44352
2009,0-64,Saarland,10422
2009,0-64,Sachsen,42652
2009,0-64,Sachsen-Anhalt,22721
2009,0-64,Schleswig-Holstein,31558
2009,0-64,Thüringen,23424
2009,0-64,Baden-Württemberg,141042
2009,0-64,Bayern,164752
2009,0-64,Berlin,46431
2009,0-64,Brandenburg,28197
2009,0-64,Bremen,8506
2009,0-64,Hamburg,26896
2009,0-64,Hessen,79590
2009,0-64,Mecklenburg-Vorpommern,17350
2009,0-64,Niedersachsen,100019
2009,0-64,Nordrhein-Westfalen,226072
2009,0-64,Rheinland-Pfalz,48933
2009,0-64,Saarland,11504
2009,0-64,Sachsen,47014
2009,0-64,Sachsen-Anhalt,26235
2009,0-64,Schleswig-Holstein,35428
2009,0-64,Thüringen,26305
2009,0-64,Baden-Württemberg,152810
2009,0-64,Bayern,178977
2009,0-64,Berlin,51289
2009,0-64,Brandenburg,33440
2009,0-64,Bremen,9090
2009,0-64,Hamburg,28275
2009,0-64,Hessen,87149
2009,0-64,Mecklenburg-Vorpommern,20548
2009,0-64,Niedersachsen,109982
2009,0-64,Nordrhein-Westfalen,247042
2009,0-64,Rheinland-Pfalz,53733
2009,0-64,Saarland,12886
2009,0-64,Sachsen,55551
2009,0-64,Sachsen-Anhalt,31535
2009,0-64,Schleswig-Holstein,40158
2009,0-64,Thüringen,30014
2009,0-64,Baden-Württemberg,159807
2009,0-64,Bayern,187939
2009,0-64,Berlin,52136
2009,0-64,Brandenburg,34836
2009,0-64,Bremen,9412
2009,0-64,Hamburg,28728
2009,0-64,Hessen,91371
2009,0-64,Mecklenburg-Vorpommern,21335
2009,0-64,Niedersachsen,117026
2009,0-64,Nordrhein-Westfalen,260929
2009,0-64,Rheinland-Pfalz,56896
2009,0-64,Saarland,13345
2009,0-64,Sachsen,56222
2009,0-64,Sachsen-Anhalt,32142
2009,0-64,Schleswig-Holstein,42735
2009,0-64,Thüringen,31140
2009,0-64,Baden-Württemberg,171921
2009,0-64,Bayern,203467
2009,0-64,Berlin,54440
2009,0-64,Brandenburg,36623
2009,0-64,Bremen,9944
2009,0-64,Hamburg,30067
2009,0-64,Hessen,98028
2009,0-64,Mecklenburg-Vorpommern,22202
2009,0-64,Niedersachsen,127052
2009,0-64,Nordrhein-Westfalen,285373
2009,0-64,Rheinland-Pfalz,61929
2009,0-64,Saarland,15043
2009,0-64,Sachsen,56585
2009,0-64,Sachsen-Anhalt,33370
2009,0-64,Schleswig-Holstein,47380
2009,0-64,Thüringen,31780
2009,0-64,Baden-Württemberg,181112
2009,0-64,Bayern,212396
2009,0-64,Berlin,56887
2009,0-64,Brandenburg,38591
2009,0-64,Bremen,10685
2009,0-64,Hamburg,32201
2009,0-64,Hessen,103176
2009,0-64,Mecklenburg-Vorpommern,23759
2009,0-64,Niedersachsen,133454
2009,0-64,Nordrhein-Westfalen,298937
2009,0-64,Rheinland-Pfalz,65097
2009,0-64,Saarland,15926
2009,0-64,Sachsen,58087
2009,0-64,Sachsen-Anhalt,34425
2009,0-64,Schleswig-Holstein,50469
2009,0-64,Thüringen,32285
2009,0-64,Baden-Württemberg,185106
2009,0-64,Bayern,217418
2009,0-64,Berlin,57579
2009,0-64,Brandenburg,41464
2009,0-64,Bremen,10665
2009,0-64,Hamburg,32125
2009,0-64,Hessen,104701
2009,0-64,Mecklenburg-Vorpommern,25095
2009,0-64,Niedersachsen,136898
2009,0-64,Nordrhein-Westfalen,306038
2009,0-64,Rheinland-Pfalz,66891
2009,0-64,Saarland,16591
2009,0-64,Sachsen,60183
2009,0-64,Sachsen-Anhalt,35869
2009,0-64,Schleswig-Holstein,52131
2009,0-64,Thüringen,33371
2009,0-64,Baden-Württemberg,189562
2009,0-64,Bayern,220261
2009,0-64,Berlin,60528
2009,0-64,Brandenburg,44452
2009,0-64,Bremen,11033
2009,0-64,Hamburg,32349
2009,0-64,Hessen,107493
2009,0-64,Mecklenburg-Vorpommern,27108
2009,0-64,Niedersachsen,139879
2009,0-64,Nordrhein-Westfalen,312381
2009,0-64,Rheinland-Pfalz,68902
2009,0-64,Saarland,17075
2009,0-64,Sachsen,63621
2009,0-64,Sachsen-Anhalt,37649
2009,0-64,Schleswig-Holstein,52016
2009,0-64,Thüringen,35944
2009,0-64,Baden-Württemberg,189323
2009,0-64,Bayern,219160
2009,0-64,Berlin,62647
2009,0-64,Brandenburg,46708
2009,0-64,Bremen,10932
2009,0-64,Hamburg,31273
2009,0-64,Hessen,107990
2009,0-64,Mecklenburg-Vorpommern,28868
2009,0-64,Niedersachsen,138657
2009,0-64,Nordrhein-Westfalen,313068
2009,0-64,Rheinland-Pfalz,69340
2009,0-64,Saarland,17489
2009,0-64,Sachsen,66589
2009,0-64,Sachsen-Anhalt,39467
2009,0-64,Schleswig-Holstein,50904
2009,0-64,Thüringen,37096
2009,0-64,Baden-Württemberg,192195
2009,0-64,Bayern,222119
2009,0-64,Berlin,63843
2009,0-64,Brandenburg,48674
2009,0-64,Bremen,10727
2009,0-64,Hamburg,31795
2009,0-64,Hessen,109062
2009,0-64,Mecklenburg-Vorpommern,30374
2009,0-64,Niedersachsen,138942
2009,0-64,Nordrhein-Westfalen,316805
2009,0-64,Rheinland-Pfalz,70878
2009,0-64,Saarland,18016
2009,0-64,Sachsen,69419
2009,0-64,Sachsen-Anhalt,41267
2009,0-64,Schleswig-Holstein,50985
2009,0-64,Thüringen,39164
2009,0-64,Baden-Württemberg,189691
2009,0-64,Bayern,220005
2009,0-64,Berlin,63280
2009,0-64,Brandenburg,50605
2009,0-64,Bremen,10331
2009,0-64,Hamburg,30315
2009,0-64,Hessen,108177
2009,0-64,Mecklenburg-Vorpommern,31659
2009,0-64,Niedersachsen,138039
2009,0-64,Nordrhein-Westfalen,311990
2009,0-64,Rheinland-Pfalz,71178
2009,0-64,Saarland,18216
2009,0-64,Sachsen,70272
2009,0-64,Sachsen-Anhalt,42868
2009,0-64,Schleswig-Holstein,49431
2009,0-64,Thüringen,40146
2009,0-64,Baden-Württemberg,184018
2009,0-64,Bayern,213344
2009,0-64,Berlin,60236
2009,0-64,Brandenburg,50291
2009,0-64,Bremen,10320
2009,0-64,Hamburg,28079
2009,0-64,Hessen,103711
2009,0-64,Mecklenburg-Vorpommern,31604
2009,0-64,Niedersachsen,133411
2009,0-64,Nordrhein-Westfalen,300259
2009,0-64,Rheinland-Pfalz,69040
2009,0-64,Saarland,17893
2009,0-64,Sachsen,69325
2009,0-64,Sachsen-Anhalt,42207
2009,0-64,Schleswig-Holstein,47542
2009,0-64,Thüringen,39804
2009,0-64,Baden-Württemberg,180915
2009,0-64,Bayern,210463
2009,0-64,Berlin,57125
2009,0-64,Brandenburg,49631
2009,0-64,Bremen,9965
2009,0-64,Hamburg,26560
2009,0-64,Hessen,101009
2009,0-64,Mecklenburg-Vorpommern,31978
2009,0-64,Niedersachsen,131676
2009,0-64,Nordrhein-Westfalen,295171
2009,0-64,Rheinland-Pfalz,68885
2009,0-64,Saarland,18169
2009,0-64,Sachsen,69213
2009,0-64,Sachsen-Anhalt,42304
2009,0-64,Schleswig-Holstein,46293
2009,0-64,Thüringen,40919
2009,0-64,Baden-Württemberg,175496
2009,0-64,Bayern,202489
2009,0-64,Berlin,54449
2009,0-64,Brandenburg,47988
2009,0-64,Bremen,9814
2009,0-64,Hamburg,26468
2009,0-64,Hessen,98578
2009,0-64,Mecklenburg-Vorpommern,31347
2009,0-64,Niedersachsen,127931
2009,0-64,Nordrhein-Westfalen,291158
2009,0-64,Rheinland-Pfalz,67680
2009,0-64,Saarland,17505
2009,0-64,Sachsen,66337
2009,0-64,Sachsen-Anhalt,40966
2009,0-64,Schleswig-Holstein,44268
2009,0-64,Thüringen,39008
2009,0-64,Baden-Württemberg,167763
2009,0-64,Bayern,195525
2009,0-64,Berlin,52051
2009,0-64,Brandenburg,46811
2009,0-64,Bremen,9583
2009,0-64,Hamburg,24673
2009,0-64,Hessen,94867
2009,0-64,Mecklenburg-Vorpommern,30593
2009,0-64,Niedersachsen,123276
2009,0-64,Nordrhein-Westfalen,282370
2009,0-64,Rheinland-Pfalz,65609
2009,0-64,Saarland,17767
2009,0-64,Sachsen,65873
2009,0-64,Sachsen-Anhalt,40266
2009,0-64,Schleswig-Holstein,42832
2009,0-64,Thüringen,38996
2009,0-64,Baden-Württemberg,160237
2009,0-64,Bayern,186576
2009,0-64,Berlin,47860
2009,0-64,Brandenburg,43081
2009,0-64,Bremen,9320
2009,0-64,Hamburg,23576
2009,0-64,Hessen,90784
2009,0-64,Mecklenburg-Vorpommern,28927
2009,0-64,Niedersachsen,116746
2009,0-64,Nordrhein-Westfalen,269863
2009,0-64,Rheinland-Pfalz,62190
2009,0-64,Saarland,17215
2009,0-64,Sachsen,60972
2009,0-64,Sachsen-Anhalt,37979
2009,0-64,Schleswig-Holstein,40450
2009,0-64,Thüringen,36288
2009,0-64,Baden-Württemberg,155605
2009,0-64,Bayern,181220
2009,0-64,Berlin,45893
2009,0-64,Brandenburg,41915
2009,0-64,Bremen,9209
2009,0-64,Hamburg,22563
2009,0-64,Hessen,88818
2009,0-64,Mecklenburg-Vorpommern,28244
2009,0-64,Niedersachsen,114738
2009,0-64,Nordrhein-Westfalen,264808
2009,0-64,Rheinland-Pfalz,62032
2009,0-64,Saarland,16651
2009,0-64,Sachsen,60752
2009,0-64,Sachsen-Anhalt,37472
2009,0-64,Schleswig-Holstein,39672
2009,0-64,Thüringen,36265
2009,0-64,Baden-Württemberg,152354
2009,0-64,Bayern,174813
2009,0-64,Berlin,45001
2009,0-64,Brandenburg,41743
2009,0-64,Bremen,8977
2009,0-64,Hamburg,21414
2009,0-64,Hessen,85818
2009,0-64,Mecklenburg-Vorpommern,28380
2009,0-64,Niedersachsen,110938
2009,0-64,Nordrhein-Westfalen,256214
2009,0-64,Rheinland-Pfalz,59603
2009,0-64,Saarland,16205
2009,0-64,Sachsen,61837
2009,0-64,Sachsen-Anhalt,37914
2009,0-64,Schleswig-Holstein,37531
2009,0-64,Thüringen,37002
2009,0-64,Baden-Württemberg,144392
2009,0-64,Bayern,165520
2009,0-64,Berlin,44605
2009,0-64,Brandenburg,42211
2009,0-64,Bremen,8851
2009,0-64,Hamburg,20717
2009,0-64,Hessen,82504
2009,0-64,Mecklenburg-Vorpommern,28572
2009,0-64,Niedersachsen,106597
2009,0-64,Nordrhein-Westfalen,246536
2009,0-64,Rheinland-Pfalz,57874
2009,0-64,Saarland,15467
2009,0-64,Sachsen,63940
2009,0-64,Sachsen-Anhalt,38998
2009,0-64,Schleswig-Holstein,36630
2009,0-64,Thüringen,37273
2009,0-64,Baden-Württemberg,139833
2009,0-64,Bayern,162329
2009,0-64,Berlin,43809
2009,0-64,Brandenburg,41536
2009,0-64,Bremen,8548
2009,0-64,Hamburg,19902
2009,0-64,Hessen,80918
2009,0-64,Mecklenburg-Vorpommern,28436
2009,0-64,Niedersachsen,104959
2009,0-64,Nordrhein-Westfalen,242911
2009,0-64,Rheinland-Pfalz,57249
2009,0-64,Saarland,15552
2009,0-64,Sachsen,63525
2009,0-64,Sachsen-Anhalt,38361
2009,0-64,Schleswig-Holstein,36442
2009,0-64,Thüringen,36683
2009,0-64,Baden-Württemberg,134710
2009,0-64,Bayern,156277
2009,0-64,Berlin,43351
2009,0-64,Brandenburg,41024
2009,0-64,Bremen,8277
2009,0-64,Hamburg,18973
2009,0-64,Hessen,77926
2009,0-64,Mecklenburg-Vorpommern,27884
2009,0-64,Niedersachsen,101233
2009,0-64,Nordrhein-Westfalen,231185
2009,0-64,Rheinland-Pfalz,55360
2009,0-64,Saarland,15245
2009,0-64,Sachsen,63926
2009,0-64,Sachsen-Anhalt,38511
2009,0-64,Schleswig-Holstein,35151
2009,0-64,Thüringen,36587
2009,0-64,Baden-Württemberg,135189
2009,0-64,Bayern,157489
2009,0-64,Berlin,42607
2009,0-64,Brandenburg,39978
2009,0-64,Bremen,8291
2009,0-64,Hamburg,19285
2009,0-64,Hessen,78620
2009,0-64,Mecklenburg-Vorpommern,27094
2009,0-64,Niedersachsen,102584
2009,0-64,Nordrhein-Westfalen,230384
2009,0-64,Rheinland-Pfalz,55311
2009,0-64,Saarland,14951
2009,0-64,Sachsen,64952
2009,0-64,Sachsen-Anhalt,38320
2009,0-64,Schleswig-Holstein,35286
2009,0-64,Thüringen,36044
2009,0-64,Baden-Württemberg,131002
2009,0-64,Bayern,152759
2009,0-64,Berlin,43250
2009,0-64,Brandenburg,38840
2009,0-64,Bremen,8330
2009,0-64,Hamburg,18973
2009,0-64,Hessen,77394
2009,0-64,Mecklenburg-Vorpommern,26168
2009,0-64,Niedersachsen,101258
2009,0-64,Nordrhein-Westfalen,222271
2009,0-64,Rheinland-Pfalz,54109
2009,0-64,Saarland,14563
2009,0-64,Sachsen,66493
2009,0-64,Sachsen-Anhalt,36626
2009,0-64,Schleswig-Holstein,35216
2009,0-64,Thüringen,36006
2009,0-64,Baden-Württemberg,132308
2009,0-64,Bayern,155101
2009,0-64,Berlin,45257
2009,0-64,Brandenburg,36662
2009,0-64,Bremen,8430
2009,0-64,Hamburg,19930
2009,0-64,Hessen,79610
2009,0-64,Mecklenburg-Vorpommern,24303
2009,0-64,Niedersachsen,102211
2009,0-64,Nordrhein-Westfalen,224197
